Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build,DateTimestamp
177-JC-04,Valley,Medium,RUSH,Europe_Central,37,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-L8-01,Valley,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-AL-02,District,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-2D-00,SandySunset,Ultra,CONQ,Brazil_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] The Last Rifles [EU2] | discord.gg/tlr,District,Ultra,CONQ,Europe_Central,0,0,254,240,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
188-LD-02,SandySunset,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-J8-02,District,Medium,RUSH,Europe_Central,57,6,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-L7-02,Namak,Ultra,DOMI,America_Central,245,9,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
24/7 Voxel Gamemode Testing,VoxelLand,Ultra,VoxelFortify,Developer_Server,40,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
189-8N-02,Valley,Big,CONQ,Europe_Central,94,3,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
188-LC-02,Wakistan,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
194-JJ-01,District,Medium,DOMI,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-8Z-00,TensaTown,Medium,RUSH,Europe_Central,60,4,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-JC-02,Basra,Big,CONQ,Europe_Central,125,3,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-JD-00,Valley,Medium,DOMI,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
188-LC-03,District,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-JC-03,Basra,Ultra,CONQ,Europe_Central,155,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
174-JB-02,WineParadise,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
E4GL BBR DevServer,Isle,Ultra,CONQ,Europe_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] The Last Rifles [EU3] | discord.gg/tlr,Isle,Ultra,DOMI,Europe_Central,1,1,254,240,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
188-LP-01,Salhan,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-LC-02,District,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
174-8Y-05,Salhan,Big,DOMI,America_Central,123,2,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-JR-01,TensaTown,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
 [02][144Hz][Cla BR] Sem Chorar [64vs64],TensaTown,Big,DOMI,Brazil_Central,128,0,128,144,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-J7-00,Wakistan,Ultra,CONQ,Europe_Central,194,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
174-8Y-01,Valley,Ultra,CONQ,America_Central,249,5,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-89-02,Wakistan,Ultra,CONQ,Europe_Central,252,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-AL-03,SandySunset,Big,DOMI,America_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
 [04][240Hz][Cla BR] Sem Chorar [16vs16],TensaTown,Small,RUSH,Brazil_Central,30,0,32,240,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] Battlebit Blitz [EU #2] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] The Last Rifles [EU4] | discord.gg/tlr,Lonovo,Big,CONQ,Europe_Central,12,0,128,240,Night,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
185-LV-00,TensaTown,Ultra,FRONTLINE,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-JY-03,TensaTown,Big,CONQ,Europe_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-8Z-02,TensaTown,Ultra,CONQ,Europe_Central,158,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-JY-00,District,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-J7-01,Valley,Medium,RUSH,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
184-JG-00,Wakistan,Ultra,CONQ,America_Central,65,17,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-JP-01,SandySunset,Medium,DOMI,Europe_Central,30,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
174-J8-03,Namak,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
185-LV-01,Wakistan,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-JP-02,Salhan,Ultra,CONQ,Europe_Central,147,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
189-8N-00,Namak,Big,DOMI,Europe_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] The Last Rifles [EU5] | discord.gg/tlr,Azagor,Medium,RUSH,Europe_Central,0,0,64,240,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-J7-03,TensaTown,Ultra,CONQ,Europe_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-L8-00,Lonovo,Medium,RUSH,America_Central,63,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-L7-00,District,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-8V-02,Basra,Ultra,CONQ,Europe_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-JR-02,MultuIslands,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-LC-00,Salhan,Big,DOMI,America_Central,126,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
188-LC-00,District,Medium,RUSH,America_Central,61,3,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
174-JM-00,Valley,Medium,RUSH,America_Central,58,5,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
177-JC-00,Lonovo,Medium,RUSH,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
io THE CLONE [CUSTOM] [120Hz],VoxelLand,Ultra,VoxelFortify,Europe_Central,6,0,254,120,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
186-L7-01,Salhan,Big,CONQ,America_Central,104,15,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
194-JJ-00,Frugis,Ultra,CONQ,America_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-JY-04,TensaTown,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
 [03][144Hz][Cla BR] Sem Chorar [32vs32],Namak,Medium,DOMI,Brazil_Central,63,1,64,144,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
176-JR-00,Lonovo,Big,DOMI,America_Central,118,7,128,60,Night,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-J7-00,Construction,Medium,DOMI,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] The Last Rifles [EU1] | discord.gg/tlr,TensaTown,Ultra,CONQ,Europe_Central,14,0,254,240,Day,False,False,EAC,Production 2.0.2,2023-08-11 23:02:09
190-Y-00,District,Ultra,CONQ,Brazil_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] Battlebit League #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,2,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-11 23:02:09
[TLR] Battlebit Blitz [EU #1] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-11 23:02:09
176-JY-01,District,Big,DOMI,America_Central,125,3,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-11 23:02:09
188-LC-01,TensaTown,Medium,RUSH,America_Central,46,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
194-J4-00,WineParadise,Ultra,CONQ,Australia_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JC-02,Namak,Medium,RUSH,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J8-00,Basra,Big,CONQ,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-24-01,Azagor,Ultra,CONQ,Brazil_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
194-JJ-02,TensaTown,Big,CONQ,America_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
Toxic test server,Azagor,Tiny,TDM,Europe_Central,1,0,36,60,Day,False,True,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
174-J2-02,Wakistan,Big,CONQ,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-J8-02,SandySunset,Ultra,CONQ,Europe_Central,175,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-J8-00,Wakistan,Big,CONQ,Europe_Central,79,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-8V-01,Construction,Big,DOMI,Europe_Central,93,3,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-8Q-02,District,Ultra,CONQ,Europe_Central,253,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LP-00,Basra,Big,CONQ,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-8Y-00,SandySunset,Big,CONQ,America_Central,121,3,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] Battlebit Blitz [EU #3] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-12 00:05:03
190-8V-01,Frugis,Medium,DOMI,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-JM-03,Namak,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-2D-01,Eduardovo,Ultra,CONQ,Brazil_Central,241,7,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-AL-00,Basra,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
Anthony server,Azagor,Ultra,CONQ,America_Central,249,0,254,120,Day,False,False,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
190-JD-01,SandySunset,Ultra,CONQ,Europe_Central,165,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-J8-01,Valley,Big,CONQ,Europe_Central,61,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
184-JG-02,TensaTown,Big,DOMI,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] PUGS #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,13,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JN-00,Wakistan,Ultra,CONQ,Europe_Central,246,8,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LP-00,Azagor,Big,DOMI,America_Central,35,10,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-L8-00,District,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J8-02,Namak,Big,DOMI,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-JR-03,Wakistan,Medium,DOMI,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-8Q-02,Lonovo,Medium,RUSH,Europe_Central,30,0,64,60,Night,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LD-00,WineParadise,Ultra,CONQ,America_Central,238,16,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
Mooshua's Dungeon,Azagor,Tiny,TDM,America_Central,0,0,16,120,Day,False,True,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LD-01,Valley,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JN-01,Salhan,Medium,RUSH,Europe_Central,29,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J2-01,TensaTown,Ultra,FRONTLINE,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
172-X-00,Salhan,Ultra,DOMI,Japan_Central,250,3,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-J8-00,Dustydew,Ultra,CONQ,Europe_Central,200,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J2-00,District,Ultra,CONQ,America_Central,193,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LC-03,District,Big,DOMI,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JC-01,SandySunset,Big,CONQ,Europe_Central,123,4,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-24-02,District,Medium,DOMI,Brazil_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-Y-01,Construction,Ultra,DOMI,Brazil_Central,91,3,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-JM-02,District,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-JM-01,Wakistan,Big,CONQ,America_Central,115,13,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-AL-01,TensaTown,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LD-01,Basra,Ultra,CONQ,America_Central,186,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] Battlebit League #2 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-12 00:05:03
177-J7-01,TensaTown,Medium,RUSH,Europe_Central,22,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
184-JG-01,SandySunset,Ultra,CONQ,America_Central,201,11,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-8V-00,SandySunset,Ultra,CONQ,Europe_Central,147,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-JD-00,TensaTown,Ultra,CONQ,Europe_Central,249,6,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[bloodisgood.eu] Zombies,Valley,Ultra,FRONTLINE,Europe_Central,4,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
Carley,Isle,Ultra,CONQ,America_Central,1,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
190-8Q-00,Valley,Medium,RUSH,Europe_Central,29,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LP-02,TensaTown,Medium,RUSH,America_Central,60,4,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
Quakecon Lan Party Event,Salhan,Medium,RUSH,America_Central,63,1,64,120,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LP-03,Salhan,Medium,DOMI,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JP-01,Wakistan,Medium,DOMI,Europe_Central,61,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LC-01,Dustydew,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[modest.so] Gungame Dev,Salhan,Tiny,TDM,America_Central,2,0,36,60,Day,False,True,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
188-LD-00,Dustydew,Medium,RUSH,America_Central,61,3,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-8V-02,TensaTown,Big,DOMI,Europe_Central,124,3,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LD-02,District,Medium,DOMI,America_Central,50,8,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LC-04,Basra,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-JB-00,WineParadise,Medium,DOMI,America_Central,49,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
 [01][144Hz][Cla BR] Sem Chorar [127vs127],Wakistan,Ultra,CONQ,Brazil_Central,251,3,254,144,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-JC-01,TensaTown,Big,DOMI,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J8-01,Salhan,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-JB-01,Wakistan,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-J8-01,Wakistan,Medium,DOMI,Europe_Central,61,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-82-00,District,Ultra,CONQ,America_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-24-00,TensaTown,Medium,DOMI,Brazil_Central,63,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
172-8X-00,SandySunset,Ultra,CONQ,Japan_Central,104,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
172-Z-00,Isle,Medium,DOMI,Japan_Central,62,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J8-04,Namak,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
194-JJ-03,TensaTown,Ultra,CONQ,America_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-L8-01,SandySunset,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-AL-02,Wakistan,Big,DOMI,America_Central,127,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-2D-00,Valley,Ultra,CONQ,Brazil_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] The Last Rifles [EU2] | discord.gg/tlr,District,Ultra,CONQ,Europe_Central,0,0,254,240,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LD-02,Frugis,Ultra,CONQ,America_Central,249,4,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-J8-02,Valley,Medium,RUSH,Europe_Central,57,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-L7-02,District,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
24/7 Voxel Gamemode Testing,VoxelLand,Ultra,VoxelFortify,Developer_Server,23,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
189-8N-02,District,Big,CONQ,Europe_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LC-02,Wakistan,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
194-JJ-01,Namak,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-8Z-00,TensaTown,Medium,RUSH,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JD-00,TensaTown,Medium,RUSH,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LC-03,Namak,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
Sledmore's Server,Azagor,Ultra,CONQ,Europe_Central,1,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
174-JB-02,District,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] The Last Rifles [EU3] | discord.gg/tlr,Isle,Ultra,DOMI,Europe_Central,0,0,254,240,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LP-01,SandySunset,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
194-BX-00,TensaTown,Ultra,DOMI,Australia_Central,197,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LC-02,TensaTown,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-8Y-05,River,Big,DOMI,America_Central,111,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-JR-01,Wakistan,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
 [02][144Hz][Cla BR] Sem Chorar [64vs64],Namak,Big,DOMI,Brazil_Central,128,0,128,144,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
177-J7-00,Valley,Ultra,CONQ,Europe_Central,151,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-8Y-01,SandySunset,Ultra,CONQ,America_Central,14,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J8-05,Isle,Ultra,DOMI,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-AL-03,Lonovo,Big,CONQ,America_Central,124,4,128,60,Night,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
 [04][240Hz][Cla BR] Sem Chorar [16vs16],Construction,Small,TDM,Brazil_Central,32,0,32,240,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] Battlebit Blitz [EU #2] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] The Last Rifles [EU4] | discord.gg/tlr,TensaTown,Big,CONQ,Europe_Central,1,0,128,240,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
185-LV-00,SandySunset,Ultra,FRONTLINE,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-JY-03,Basra,Big,CONQ,Europe_Central,60,1,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-L8-01,District,Ultra,DOMI,America_Central,109,7,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-8Z-02,Azagor,Ultra,CONQ,Europe_Central,219,9,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-JY-00,Wakistan,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-8Y-02,District,Ultra,CONQ,America_Central,240,14,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
184-JG-00,Eduardovo,Ultra,CONQ,America_Central,248,6,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-Z-00,Dustydew,Medium,RUSH,America_Central,44,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-J8-03,Namak,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
185-LV-01,WineParadise,Ultra,CONQ,America_Central,253,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
189-8N-00,TensaTown,Big,CONQ,Europe_Central,52,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
[TLR] The Last Rifles [EU5] | discord.gg/tlr,Azagor,Medium,RUSH,Europe_Central,1,0,64,240,Day,False,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-J7-03,District,Ultra,CONQ,Europe_Central,175,0,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-L8-00,TensaTown,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-L7-00,TensaTown,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
190-8V-02,SandySunset,Ultra,CONQ,Europe_Central,245,9,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
176-JR-02,District,Medium,RUSH,America_Central,55,5,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-LC-00,Wakistan,Big,DOMI,America_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
188-LC-00,Namak,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
174-JM-00,Namak,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
E4GL BBR DevServer,Isle,Ultra,CONQ,Europe_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers,2023-08-12 00:05:03
176-JR-04,Valley,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
186-L7-01,TensaTown,Big,CONQ,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
194-JJ-00,District,Ultra,CONQ,America_Central,224,21,254,60,Day,True,False,EAC,Production 2.0.2,2023-08-12 00:05:03
